date,baseline,plus_161716_defensive
2014-08-27,1.0610361378195197,1.0610361378195197
2014-08-28,1.0551630723312264,1.0551630723312264
2014-08-29,1.0558991318373394,1.0558991318373394
2014-09-01,1.0560079143012298,1.0560079143012298
2014-09-02,1.0564244028732053,1.0564244028732053
2014-09-03,1.0569225506738502,1.0569225506738502
2014-09-04,1.058973751056939,1.058973751056939
2014-09-05,1.0599507948568427,1.0599507948568427
2014-09-09,1.0567217132695954,1.0567217132695954
2014-09-10,1.052864727500178,1.052864727500178
2014-09-11,1.0485423562321157,1.0485423562321157
2014-09-12,1.0471256576359198,1.0471256576359198
2014-09-15,1.0448307274924786,1.0448307274924786
2014-09-16,1.039742741560884,1.039742741560884
2014-09-17,1.040912472565402,1.040912472565402
2014-09-18,1.0361302844901255,1.0361302844901255
2014-09-19,1.038154292947271,1.038154292947271
2014-09-22,1.0251514261871766,1.0251514261871766
2014-09-23,1.0292549933325021,1.0292549933325021
2014-09-24,1.0363328547643846,1.0363328547643846
2014-09-25,1.030859938364507,1.030859938364507
2014-09-26,1.0377299852385307,1.0377299852385307
2014-09-29,1.0377883703841828,1.0377883703841828
2014-09-30,1.0390213862697877,1.0390213862697877
2014-10-08,1.03879089863874,1.03879089863874
2014-10-09,1.0392034446667937,1.0392034446667937
2014-10-10,1.0342528923301515,1.0342528923301515
2014-10-13,1.0278107946807389,1.0278107946807389
2014-10-14,1.0274994464018485,1.0274994464018485
2014-10-15,1.0254687920006036,1.0254687920006036
2014-10-16,1.0289117924886138,1.0289117924886138
2014-10-17,1.0284220090858631,1.0284220090858631
2014-10-20,1.0291077978058192,1.0291077978058192
2014-10-21,1.0273230745274085,1.0273230745274085
2014-10-22,1.0257540720135847,1.0257540720135847
2014-10-23,1.0228281095651754,1.0228281095651754
2014-10-24,1.0226012811548406,1.0226012811548406
2014-10-27,1.0199911891055304,1.0199911891055304
2014-10-28,1.0249276571388193,1.0249276571388193
2014-10-29,1.0267093417819855,1.0267093417819855
2014-10-30,1.0204775134638098,1.0204775134638098
2014-10-31,1.0142889441245782,1.0142889441245782
2014-11-03,1.0055266763102282,1.0055266763102282
2014-11-04,1.0040776058603664,1.0040776058603664
2014-11-05,0.9926180555276087,0.9926180555276087
2014-11-06,0.9901719563232069,0.9901719563232069
2014-11-07,0.988624152911236,0.988624152911236
2014-11-10,1.0080940744031457,1.0080940744031457
2014-11-11,0.9976822007800668,0.9976822007800668
2014-11-12,1.0098291270172888,1.0098291270172888
2014-11-13,1.0056829773029667,1.0056829773029667
2014-11-14,1.0031677311343745,1.0031677311343745
2014-11-17,1.0153994119460423,1.0153994119460423
2014-11-18,1.013726920557351,1.013726920557351
2014-11-19,1.015408532911168,1.015408532911168
