date,single_momentum_nav,threshold_dual_momentum_nav,breadth_dual_momentum_nav,hs300_benchmark
2017-05-12,1.4515030397048752,1.6280805504911262,1.5097417428775368,1.3841405588445503
2017-05-15,1.448191625926081,1.6313497885443213,1.5127733528029939,1.3898736854196463
2017-05-16,1.4526068442978066,1.6334260519115595,1.5146987007065613,1.4062540470627771
2017-05-17,1.4294269478462456,1.6366846095051442,1.5177204064932444,1.3968353391179769
2017-05-18,1.4194927065098626,1.6434844191183338,1.5240259645404526,1.3906927035018026
2017-05-19,1.4205965111027938,1.6414234390155338,1.522114789020606,1.3931497577482723
2017-05-22,1.418388901916931,1.6431922142730937,1.5237549989225678,1.3943782848715074
2017-05-23,1.4261155340674512,1.647020439861902,1.5273049657659359,1.4005209204876814
2017-05-24,1.4250117294745195,1.637912763508759,1.5188592907857816,1.4005209204876814
2017-05-25,1.434945970810903,1.641458029230639,1.5221468650082615,1.430415080486395
2017-05-26,1.4537106488907374,1.661676057175676,1.5408953235768983,1.4279580262399256
2017-05-31,1.4559182580766004,1.6641994832306126,1.5432353316612977,1.4287770443220824
2017-06-01,1.450399235111943,1.6578909180932715,1.5373853114502996,1.4320531166507082
2017-06-02,1.4643866469135705,1.6548578194942896,1.553765368041094,1.4283675352810041
2017-06-05,1.453275697197238,1.6650103214543772,1.5419762624031332,1.418948827336204
2017-06-06,1.4456669239134827,1.670055807276966,1.5323691851661712,1.4300055714453173
2017-06-07,1.4301048086129793,1.6703517066049738,1.5173911404991332,1.4496620054170741
2017-06-08,1.4402044188432968,1.6653223089761597,1.5265790724473247,1.4598997314440307
2017-06-09,1.4490920758459764,1.6576069882289428,1.535999756765373,1.468908930347753
2017-06-12,1.4462641849814875,1.6531314031492113,1.5330022663005396,1.4660423670602052
2017-06-13,1.4490920758459762,1.656363782987771,1.5332350529713925,1.468908930347753
2017-06-14,1.434548637114319,1.6397401152466062,1.535168862948113,1.4541666048689355
2017-06-15,1.4297008242037665,1.6341988926662179,1.5288335353474773,1.4492524963759963
2017-06-16,1.42727691774849,1.6314282813760235,1.5262415598707648,1.4467954421295266
2017-06-19,1.4434362941169985,1.6498990233106516,1.5435213963821803,1.4631758037726574
2017-06-20,1.4389924656156583,1.6448195692786285,1.5387694413415407,1.458671204320796
2017-06-21,1.4571717640302306,1.6655991539550856,1.5582092574168835,1.4770991111693188
2017-06-22,1.4587877016670816,1.6674462281485485,1.5599372410680252,1.478737147333632
2017-06-23,1.472927155989526,1.6836081273413477,1.5750570980155134,1.4930699637713711
2017-06-26,1.4911064544040977,1.7043877120178041,1.5944969140908556,1.5114978706198932
2017-06-27,1.4919144232225232,1.7053112491145355,1.5953609059164264,1.5123168887020497
2017-06-28,1.4818148129922055,1.693767035405393,1.5845610080967918,1.5020791626750931
2017-06-29,1.490702469994885,1.7039259434694385,1.5940649181780702,1.5110883615788149
2017-06-30,1.488278563539609,1.7011553321792445,1.591472942701358,1.5086313073323454
2017-07-03,1.4818148129922055,1.693767035405393,1.5845610080967918,1.502079162675093
2017-07-04,1.4696952807158243,1.679913978954422,1.5716011307132303,1.4897938914427449
2017-07-05,1.488682547948822,1.6783419099552432,1.5919049386141437,1.509040816373424
2017-07-06,1.4859831241264623,1.675717821240397,1.5906089508757872,1.5078122892501888
2017-07-07,1.4784544117987986,1.6672278207729456,1.5825501532874966,1.5069932711680323
2017-07-10,1.480061427463797,1.6673709849010336,1.5826860461810939,1.5086313073323452
2017-07-11,1.4921140449512873,1.6809489245174916,1.5955743690327315,1.5209165785646932
2017-07-12,1.4832754587937944,1.6709917687987557,1.5970678643328793,1.5119073796609712
2017-07-13,1.4985421076112821,1.6722343972067937,1.5994551107668598,1.5274687232219457
2017-07-14,1.5085859555175234,1.669430725527423,1.5967734609909836,1.5377064492489019
2017-07-17,1.4880965057887903,1.6756715880527593,1.6027427075741276,1.5168214881539104
2017-07-18,1.4889000136212895,1.679713096521161,1.60660832078349,1.5176405062360667
2017-07-19,1.5198350651725143,1.680023235571479,1.6069049619062346,1.5491727023990935
2017-07-20,1.5270666356650084,1.6867509892065518,1.606608375534528,1.5565438651385024
2017-07-21,1.5194333112562646,1.6783194530858137,1.597378513973791,1.548763193358015
2017-07-24,1.5270666356650087,1.6867509892065518,1.605403419252877,1.5565438651385024
2017-07-25,1.515415772093768,1.6738818024959516,1.5931548796163775,1.5446681029472324
2017-07-26,1.5069789398525248,1.6645627362572415,1.5842852474658091,1.5360684130845887
2017-07-27,1.511398232931271,1.6722139664397253,1.5889312452589637,1.5405730125364494
2017-07-28,1.5170227877587663,1.6709929266686852,1.5948443333593425,1.546306139111545
2017-07-31,1.5226473425862617,1.673131308841753,1.6007574214597213,1.5520392656866406
2017-08-01,1.5346999600737514,1.674046588551185,1.6134283245319616,1.5643245369189884
2017-08-02,1.5346999600737514,1.6731318089945997,1.6134283245319616,1.5643245369189884
2017-08-03,1.5194333112562641,1.6697757823901247,1.5973785139737904,1.5487631933580144
2017-08-04,1.508682778211339,1.6749728143016285,1.5876641549517392,1.5393444854132141
2017-08-07,1.5180028262620657,1.6679632846930155,1.59587464672449,1.5487631933580146
2017-08-08,1.5203328382747474,1.6664330431474257,1.5983241857064157,1.5491727023990929
2017-08-09,1.5145078082430434,1.6685773503720638,1.5922003382516017,1.547944175275858
2017-08-10,1.5075177722049988,1.675307952078735,1.5848517213058253,1.544668102947232
2017-08-11,1.478078070424767,1.6795739235827551,1.555457253522719,1.5151834519895966
2017-08-14,1.4764732082418952,1.6786621027773356,1.566480178941384,1.534020867879197
2017-08-15,1.4657741270227513,1.672579993709302,1.5690912580223526,1.5381159582899793
2017-08-16,1.460567419147455,1.6704434864180675,1.5675221667643302,1.5356589040435098
2017-08-17,1.4785252152845139,1.6786948538043256,1.585208185309831,1.54753466623478
2017-08-18,1.4685486618750367,1.6661171023491008,1.574511773803017,1.5483536843169365
2017-08-21,1.464558040511246,1.6615896102231522,1.5702332092002915,1.554905828974189
2017-08-22,1.4386190016466054,1.6321609114044862,1.5424225392825752,1.5573628832206585
2017-08-23,1.4466002443741872,1.6412158956563834,1.5509796684880264,1.5614579736314416
2017-08-24,1.4346283802828146,1.6276334192785373,1.5381439746798495,1.553267792809876
2017-08-25,1.4545814871017688,1.6502708799082804,1.5364316642754667,1.5802953895210419
2017-08-28,1.4845111473302004,1.6842270708528952,1.566869450414652,1.5983137873284858
2017-08-29,1.4765299046026188,1.675172086600998,1.5584454211113474,1.5950377149998598
2017-08-30,1.4765299046026188,1.675172086600998,1.5584454211113474,1.5933996788355467
2017-08-31,1.486506458012096,1.6864908169158697,1.5689754577404782,1.5905331155479985
2017-09-01,1.500473632785364,1.70233703935669,1.5837175090212614,1.5925806607533899
2017-09-04,1.5164361182405277,1.7204470078604845,1.6005655676278707,1.5983137873284858
2017-09-05,1.5164361182405277,1.7204470078604845,1.6005655676278707,1.6040469139035816
2017-09-06,1.540379846423273,1.7476119606161764,1.6258376555377845,1.5991328054106424
2017-09-07,1.5244173609681095,1.7295019921123818,1.6089895969311752,1.5921711517123118
2017-09-08,1.516436118240528,1.7204470078604845,1.6005655676278707,1.5905331155479987
2017-09-11,1.538384535741378,1.7453482145532022,1.6237316482119586,1.592990169794468
2017-09-12,1.5204267396043192,1.7249744999864334,1.6047775822795234,1.5970852602052505
2017-09-13,1.5264126716500055,1.7317657381753564,1.6110956042570017,1.5983137873284858
2017-09-14,1.5124454968767376,1.7159195157345362,1.5963535529762187,1.592990169794468
2017-09-15,1.5064595648310513,1.7091282775456131,1.5900355309987402,1.5954472240409376
2017-09-18,1.5184314289224239,1.7227107539234592,1.6026715749536973,1.6015898596571116
2017-09-19,1.500473632785365,1.7023370393566901,1.5837175090212618,1.591352133630155
2017-09-20,1.510933051379861,1.7159195157345362,1.596353552976219,1.598723296369564
2017-09-21,1.5113200731655632,1.7056310654701403,1.5951656925583415,1.5991328054106426
2017-09-22,1.5070628335228433,1.7071912841542514,1.5906722680722616,1.5946282059587817
