date,hs300_benchmark,base_pool,plus_sh_dividend,plus_soymeal,plus_coal,plus_reits
2024-05-07,0.9002617801047126,0.9744691668280203,0.9511728519826309,1.0940040366687662,0.938361744298647,0.9441022887857916
2024-05-08,0.8926701570680634,0.9734332846461228,0.9501617342963928,1.0973120402353673,0.9373642451019744,0.9430986872639238
2024-05-09,0.9018324607329848,0.9785662085248804,0.9551719470470537,1.091641176978337,0.9423069765584261,0.9480716564937994
2024-05-10,0.9023560209424089,0.9668088988254221,0.9436957154953882,1.0751011591453317,0.9309853154803693,0.9366807337482868
2024-05-13,0.9015706806282726,0.9702882136869475,0.9470918515173776,1.0850251698451348,0.9343357098012616,0.9400516245224556
2024-05-14,0.9000000000000004,0.9673918309595239,0.9442647116621019,1.080772022402362,0.9315466479809593,0.9372455002701499
2024-05-15,0.8931937172774873,0.9659425548082736,0.9428500828805856,1.0878606014736498,0.9301510724783661,0.9358413871611309
2024-05-16,0.8963350785340316,0.9673923747779671,0.9442652424796559,1.0859703137213064,0.9315471716490654,0.9372460271418606
2024-05-17,0.9070680628272253,0.9724648441588253,0.9492164459982758,1.0987297560496248,0.9364316886539669,0.94216042578605
2024-05-20,0.9091623036649216,0.9811491813717785,0.9576931696090512,1.0949491805449378,0.9447942414084581,0.9505741374953951
2024-05-21,0.906020942408377,0.9768791060013448,0.9535251775303515,1.0958943244211095,0.9406823869657674,0.9464371282725822
2024-05-22,0.9081151832460734,0.9791371334061443,0.9557292230143859,1.1048731912447407,0.9428567467160496,0.948624789938627
2024-05-23,0.8984293193717278,0.9659462859572232,0.9428537248301808,1.1062909070589984,0.9301546653754592,0.9358450020382177
2024-05-24,0.8876963350785341,0.9650769342998617,0.9420051564778337,1.0973120402353669,0.9293175261766213,0.9350027415363833
2024-05-27,0.8955497382198954,0.9787099913643208,0.9553122925172975,1.096366896359195,0.9424454317508636,0.9482109587030683
2024-05-28,0.8895287958115183,0.9816045545048038,0.9581376562859009,1.0859703137213061,0.9452327414061577,0.9510153200712789
2024-05-29,0.8897905759162305,0.9768853018389152,0.9535312252460647,1.0703754397644727,0.9406883532263203,0.9464431310324746
2024-05-30,0.8861256544502619,0.9674467965071382,0.9443183631663925,1.058973614427851,0.9315995768666456,0.9372987529548661
2024-05-31,0.8824607329842933,0.961783693308072,0.9387906459185892,1.0527747444897366,0.9261463110508409,0.931812126108301
2024-06-03,0.8837696335078536,0.9674467965071383,0.9443183631663925,1.058973614427851,0.9192558123482362,0.9372987529548662
2024-06-04,0.8903141361256546,0.9636713943744275,0.9406332183345236,1.0548410344691082,0.9035993873204072,0.9336410017238228
2024-06-05,0.886910994764398,0.9712221986398492,0.9480035079982614,1.0631061943865938,0.9097688205515635,0.9409565041859096
2024-06-06,0.886910994764398,0.9919869103697585,0.9682718045735401,1.0858353841596795,0.9292196602523745,0.9610741359566483
2024-06-07,0.880890052356021,0.9919869103697585,0.9682718045735401,1.0858353841596795,0.9292196602523745,0.9610741359566483
2024-06-11,0.87434554973822,0.9938746114361139,0.9701143769894746,1.0879016741390508,0.9309879184069936,0.96290301157217
2024-06-12,0.8732984293193717,1.0023692662347132,0.9784059528611797,1.0971999790462224,0.93894508010278,0.9711329518420178
2024-06-13,0.8698952879581151,1.0221901274314447,0.997752963228491,1.1188960238296222,0.9575117907262811,0.9903361458049954
2024-06-14,0.8751308900523559,1.0221901274314447,0.997752963228491,1.1188960238296222,0.9575117907262811,0.9903361458049954
2024-06-17,0.8725130890052356,1.0269093800973332,1.0023593942683273,1.1240617487780509,0.9619324361128292,0.9949083348437998
2024-06-18,0.875392670157068,1.0401232875618212,1.0152574011798683,1.138525778633651,0.9743102431951635,1.0077104641524517
2024-06-19,0.8727748691099475,1.0401232875618212,1.0152574011798683,1.138525778633651,0.9743102431951635,1.0077104641524517
2024-06-20,0.8667539267015705,1.0457863907608873,1.0207851184276715,1.144724648571765,0.9796150176590209,1.0131970909990167
2024-06-21,0.8651832460732983,1.0325724832963996,1.0078871115161305,1.1302606187161652,0.9672372105766868,1.000394961690365
2024-06-24,0.8607329842931937,1.0287970811636888,1.0042019666842616,1.1261280387574224,0.9637006942674484,0.9967372104593215
2024-06-25,0.8552356020942409,1.0165270242323787,0.9922252459806878,1.112697153891508,0.9522070162624238,0.9848495189584304
2024-06-26,0.8607329842931937,1.0325724832963996,1.0078871115161305,1.1302606187161652,0.9672372105766868,1.000394961690365
