date,hs300_benchmark,baseline_k25_nav,mh_20_25_30_thr01_nav,mh_20_25_30_thr02_nav,mh_20_25_30_thr03_nav,mh_20_25_30_thr04_nav,mh_20_25_30_thr05_nav,mh_15_25_60_thr01_nav,mh_15_25_60_thr02_nav,mh_15_25_60_thr03_nav,mh_15_25_60_thr04_nav,mh_15_25_60_thr05_nav,mh_20_60_120_thr01_nav,mh_20_60_120_thr02_nav,mh_20_60_120_thr03_nav,mh_20_60_120_thr04_nav,mh_20_60_120_thr05_nav,mh_10_20_25_thr01_nav,mh_10_20_25_thr02_nav,mh_10_20_25_thr03_nav,mh_10_20_25_thr04_nav,mh_10_20_25_thr05_nav,mh_25_60_thr01_nav,mh_25_60_thr02_nav,mh_25_60_thr03_nav,mh_25_60_thr04_nav,mh_25_60_thr05_nav,mh_30_60_120_thr01_nav,mh_30_60_120_thr02_nav,mh_30_60_120_thr03_nav,mh_30_60_120_thr04_nav,mh_30_60_120_thr05_nav
2019-07-19,1.2629169391759327,1.193557311555442,1.5271557279204147,1.243184826992274,1.176626342095426,1.3770212513595745,1.0541883956606963,1.257389633554494,1.2912529407456932,1.2573885569446313,1.1189982586367953,1.0289070170394687,1.3690950264320194,1.2754270117057513,1.1828242531607143,1.05206967951022,1.001203853674452,1.2078847422258574,1.2999528601638357,1.3457224181794485,1.2671942007333732,1.1526921652814262,1.3334924778315977,1.2784845879706237,1.3288460417402803,1.1073254152989758,0.9623939392199552,1.130057369869276,1.0661560138432515,1.08251026210149,1.0458589004175836,1.0197036751219755
2019-07-22,1.2531066056245919,1.1700765812673655,1.4971121502823541,1.2187277796949028,1.1534786930289693,1.34993125384451,1.0334494557273715,1.2501798306098009,1.283848967461601,1.2501787601731598,1.1125819842180062,1.0220866142520912,1.361244710913487,1.268113783427622,1.1760420040026827,1.0460371698800008,0.9954630058896214,1.2009587976030027,1.2924990020206943,1.336801914402152,1.2595359921548146,1.1457259425639559,1.325846305366967,1.2711538277184986,1.32122651168443,1.100976072321344,0.9560144372854676,1.1235776831154383,1.0600427339473613,1.0763032078463208,1.0398620030528039,1.0138567503793035
2019-07-23,1.2560497056899942,1.1856776023509303,1.5033777459424456,1.2238283030497157,1.1583061410539468,1.3555808796283333,1.026493865628128,1.2566686532600246,1.290512543417284,1.256667577267484,1.1050937958105949,1.015207501301514,1.368309994880166,1.2746956888779382,1.182146028244911,1.051466428547198,1.0006297688959689,1.2071921477635719,1.2992074743495214,1.3278046227504563,1.2521857028253984,1.1390398159089679,1.3327278605851345,1.2777515119454113,1.3280840887346952,1.1066904810012126,0.9495800204711142,1.129409401193892,1.0655446858536624,1.081889556675973,1.0452592106811056,1.019118982647708
2019-07-24,1.2661870503597128,1.2012786234344952,1.5085528844826948,1.2280411371393876,1.1622934255326178,1.3602472509867785,1.0299045800698317,1.2609945350268406,1.2949549273877392,1.2609934553303668,1.108765672959614,1.0185807147243688,1.3730201841912852,1.2790836258448157,1.18621537773973,1.0550859343253294,1.0040742775668672,1.2113477145372846,1.3036797892354062,1.3311762409259187,1.255581788900267,1.142129036021289,1.337315564063913,1.2821499680966864,1.3326558067682053,1.1093683325330113,0.9527351745327435,1.1332972132461945,1.0692126537911963,1.0856137892290745,1.0488573490999733,1.0226271374933111
2019-07-25,1.277632439502944,1.2101934926251037,1.5182283340590523,1.235917460351059,1.1697480607312565,1.3689715084017344,1.0366138638397744,1.2725302197383497,1.3068012846422867,1.272529130164721,1.109894546696003,1.019617767949669,1.3855806890209368,1.2907847910898225,1.1970669763925805,1.06473794973368,1.0132596340225961,1.2191169706581666,1.3120412382732296,1.3397140447568665,1.2637612403573455,1.142377244680775,1.349549440007322,1.2938791845000865,1.3448470548575655,1.1104978198585302,0.9537051880734705,1.1436647120523344,1.0789939016246206,1.0955450760373449,1.0584523848836207,1.031982217081586
2019-07-26,1.279267495094834,1.2051085495233012,1.5132728023692426,1.2318833977510122,1.1659299765511586,1.3645031543734611,1.0332303326955359,1.2696462985604724,1.30383969532865,1.2696452114561325,1.1062266397097817,1.0162482017638805,1.382440562813524,1.2878594997785708,1.1943540767293679,1.0623249458815924,1.010963294908664,1.2151377452372252,1.3077587059368603,1.3353411877529888,1.2584512184140437,1.1386019909964153,1.3464909710214699,1.2909468803992366,1.3417992428352254,1.1068279192145745,0.9505534454754521,1.1410728373507995,1.0765485896662645,1.0930622543352773,1.056053625937709,1.0296434471845173
2019-07-29,1.2773054283845657,1.2066466587122269,1.5210067349196819,1.2381792243153276,1.1718887328197336,1.3714767650431723,1.030867918301024,1.2761351212106964,1.3105032712843332,1.270121551226276,1.1076385435256206,1.0175452639231197,1.389505846780203,1.2944414052288873,1.2004581009715964,1.0677542045487898,1.0161300579150117,1.2213479892503627,1.314442310907577,1.342165759411011,1.2556995215053117,1.136112353310777,1.3533725262396377,1.2975445646261494,1.3423026530297772,1.1082405904579882,0.9517666598283244,1.1336569107638332,1.0695520114926904,1.0859583524915055,1.0491902462256513,1.0229517094048337
2019-07-30,1.28319162851537,1.2107093782563685,1.520147409080744,1.2374796880304035,1.171226648789892,1.3707019194132044,1.0334559189422514,1.275414140916227,1.309762873955924,1.2682615048573869,1.1113083239820292,1.0209165511944802,1.38872081522835,1.2937100824010743,1.1997798760557932,1.0671509535857677,1.0155559731365287,1.2206579621377918,1.3136996881330527,1.3454006140588142,1.2588519633547006,1.1389645707934208,1.3526079089931746,1.296811488600937,1.3403369000880152,1.111912365590439,0.9549200122533689,1.1318834102068247,1.067878797074711,1.0842594718824383,1.0475488858913016,1.021351396815375
2019-07-31,1.2740353172007852,1.2008225053445492,1.5075826997685966,1.227251355918065,1.161545928161894,1.3593724450029272,1.0250165300070928,1.264872263307854,1.2989370884559173,1.2577787470372384,1.102233178152333,1.012579561016235,1.3772424064537534,1.283016980519992,1.1898631500257029,1.058330465885766,1.0071619414022037,1.211687609674371,1.30404559206424,1.3343115925137474,1.250017325043442,1.1309713036538258,1.3414279898035693,1.2860927521878827,1.3292584063647421,1.1028322870471428,0.9471219618114874,1.122527879329006,1.0590522934174353,1.0752975745021154,1.0388904181908254,1.0129094632700608
2019-08-01,1.2622629169391764,1.1873248774342469,1.4906369894451157,1.2134566592989813,1.1484897815046848,1.3440926652082417,1.0106293150575796,1.2625556474409898,1.2965580827994045,1.2554751229584156,1.1002144360678048,0.9983669123697555,1.3747199844639113,1.2806671325703216,1.1876839134871942,1.056392131699162,1.0053173224619067,1.1992671216480961,1.290678382122807,1.3206341388319436,1.2325953389504019,1.115208509067599,1.3389711619834161,1.2837372709567694,1.3268238671589458,1.1008124476935766,0.9338280813236359,1.120471967462103,1.0571126372023851,1.0733281650250053,1.0369876884871791,1.011054317732936
2019-08-02,1.242969260954873,1.1745813549984236,1.4700197020571573,1.196673106458989,1.1686944034598128,1.367738399467726,1.0293350504519616,1.2463393363729403,1.2799050432038157,1.239349754406656,1.119569781764656,1.0168456829843115,1.3570630305350169,1.2642181969226294,1.1724292577176338,1.0428237923929342,0.9924049898798272,1.1826798270371175,1.2728267607568586,1.3064598120764166,1.2194879764384619,1.1033494327407354,1.3217733672423446,1.267248902338976,1.309782092718372,1.1201783138138726,0.9511123028802688,1.1060805843937824,1.0435350436970334,1.0595422986852345,1.0236685805616557,0.9980682989730635
2019-08-05,1.2213865271419233,1.2046045988192025,1.4558752029331632,1.1851587426158858,1.199526793500838,1.4038219502074523,1.0564908746473023,1.2343470850943645,1.2675898233893754,1.2274247567409815,1.1491061704795527,1.0436720138168123,1.3267939666569124,1.2360200215265855,1.1462784192555304,1.0195637821536865,0.9702695625962622,1.1713001062387622,1.3052305955039811,1.3398539752930392,1.2506590696090742,1.1315519313567104,1.3090552912812436,1.2550554596497845,1.29717939655236,1.1095110323303057,0.9762044616245975,1.0814096419909471,1.0202591691164304,1.0359093849599132,1.0008358241179012,0.9758065525275675
2019-08-06,1.2086330935251803,1.2070476497513896,1.4570415231937892,1.1861081884549154,1.2015691620151598,1.406212160885823,1.0582897037436916,1.2353359363441763,1.2686053058223503,1.2284080624249418,1.151062690563069,1.0454490169415838,1.2885417958538468,1.2003849115037573,1.1132306070230762,0.9901692198330339,0.9710468579625442,1.1726191988485244,1.307877725380615,1.3425713246262085,1.2531955233208163,1.133846824638231,1.2725871229808956,1.2560609006435248,1.2982185835711495,1.1103998758203162,0.9778665914467615,1.0502320308673834,0.9908445584223743,1.0060435702774502,0.9719811987185647,0.9765882836473584
2019-08-07,1.2007848266841077,1.2315841159326224,1.4865111163338784,1.2100979822785507,1.2258716638797928,1.4346536977880209,1.0796942872762942,1.2603213927336385,1.294263656406619,1.2532533981503902,1.1743436668630962,1.066593889402351,1.3031580908515918,1.2140012179626058,1.1303159137643626,1.0053658419344211,0.9868381539536826,1.1964558148445352,1.3344638320555244,1.3698626713343263,1.2786700682426897,1.1568952886099426,1.2971573980856088,1.2814655326405606,1.3244758815655706,1.1328584207844312,0.9976445662927049,1.0621451106205058,1.0020839892343294,1.0214838239722832,0.9868986801658978,0.9924696950561868
2019-08-08,1.218443427076521,1.2400070819351352,1.4966775616730634,1.2183740017826858,1.2342555616702287,1.4444654834107162,1.0870784587325402,1.2689408967576867,1.3031152960430603,1.2618245632284333,1.182375157894274,1.0738884655118528,1.3139279924288776,1.2240342858796522,1.1386316759662882,1.010866505476376,0.9922374468566704,1.204638533768539,1.3435904059887023,1.3792313425923368,1.2874150612755717,1.1648074478838137,1.3065698294535357,1.288347974224081,1.3315893213354826,1.1389427294957097,1.0030026740792466,1.0709231693859644,1.0103656750957701,1.0289989057912923,0.9941593182244405,0.9978997998403182
2019-08-09,1.2089601046435583,1.2462327524587316,1.5041918908368088,1.2244910596770466,1.2404523556892462,1.4517176727840126,1.0925363245915043,1.2739102431985143,1.308218474114573,1.2667660411319746,1.1870055010391896,1.0780939599029413,1.3385449103198168,1.2469670125471868,1.1599643537361484,1.014926689904751,0.996222806950365,1.2106866303645416,1.3503361345480076,1.3861560126526054,1.2938787517781365,1.1706555656079793,1.331048889490136,1.2935226737070837,1.3369377013621104,1.1435173370329634,1.0070312731245736,1.090987303707013,1.0292952427790634,1.048277573815485,1.0127852539288797,1.001907902993841
2019-08-12,1.2282537606278616,1.239956317085254,1.5234144258279856,1.2183241225729613,1.234205032282763,1.4444063482053675,1.087033954652224,1.2903190856896998,1.3017600343951712,1.2605122446315287,1.1811454680043796,1.0727716035919306,1.3570075987380212,1.2641665575478376,1.1759638620635435,1.0279996456201657,1.0090548437540976,1.2045892168773544,1.3435354005244147,1.3791748780179982,1.2873623555827796,1.164759761643877,1.3494081845175863,1.3101841378290338,1.3303374799742518,1.137871997255663,1.002059740539063,1.1060354044477994,1.0434924185415333,1.0627365748336297,1.026754705707209,1.0148131677553693
2019-08-13,1.217789404839765,1.2643008172196304,1.472461222243036,1.1765153688326593,1.2584366154121467,1.4727648879808959,1.1083760760563957,1.247162154819126,1.2570880430107638,1.217255737560867,1.2043353139758435,1.093833707222476,1.3116201563766023,1.221884342754571,1.1366317374253638,0.9936164375183575,0.9753052769845445,1.163251798538884,1.3699135053720852,1.4062527053096585,1.3126375952074683,1.1876279012574646,1.3042749175751047,1.2663627862803304,1.284684807535759,1.0988240877217215,1.021733533197784,1.0690421567933661,1.0085910281254618,1.0271915306640242,0.9924131367521494,0.9808710039812386
2019-08-14,1.2223675604970572,1.2383215334718563,1.433205788515497,1.145149774687988,1.2259905239336346,1.4347928012690685,1.079798974026873,1.2204356606049718,1.2301488385309083,1.191170133294127,1.1795882218098752,1.0713572397032147,1.3251984059500013,1.2345336227119508,1.1122738931494294,0.9723233892440741,0.9544046340796595,1.138323490425042,1.3417640561419286,1.3773565458239305,1.2856650708845905,1.1632241186977152,1.3177771272331835,1.2392248254708558,1.257154208613283,1.075276455595948,1.0007386046079767,1.0941223246946767,1.032252987729578,1.0512898656942653,0.9711458750292312,0.9598510883981377
2019-08-15,1.2272727272727275,1.2494722960955364,1.4071575813047412,1.1553460037553058,1.2369065460057644,1.4475679651727285,1.089413330095565,1.1983744501406206,1.2079120477640317,1.201896309849856,1.1902101062716703,1.0810045323830066,1.3011132097066178,1.212096239420083,1.0921678693393668,0.9547471813193633,0.9371523346096929,1.1485737967369265,1.353846291718562,1.3897592824924874,1.29724214972194,1.17369864867651,1.2938268111356475,1.2168239725870507,1.2344292551580434,1.0849590397932576,1.0097499948864372,1.0753121987686938,1.0145065180264907,1.0332161144215846,0.9535909524452859,0.9425003360732743
2019-08-16,1.232504905166776,1.2509362355168552,1.4161441421982865,1.162840803755637,1.238355762814207,1.4492640026246004,1.0906897370435387,1.2060276548083395,1.2156261625977192,1.203304507049446,1.1916046113756793,1.0822710871954062,1.309422537136445,1.2198370758474333,1.0991428046232257,0.9608445038913753,0.943137290831646,1.1560246650172374,1.3626287751950616,1.391387588623117,1.2987620585089603,1.1750738081945844,1.3020896052807007,1.22459500183897,1.2423127174067885,1.0862302278890903,1.0109330645933927,1.0821794883190559,1.0209854829429077,1.039814564838085,0.959680890967834,0.9427553688238497
2019-08-19,1.2619359058207982,1.2459602972884174,1.4811048826660975,1.2161821250288312,1.2334298668287513,1.4434991619005015,1.0863512227341523,1.2613500242949602,1.2713888306067884,1.2573693097359038,1.1868646807776362,1.0779660603495866,1.3694877911335293,1.2757929050147463,1.1495621993307128,1.004919939849695,0.9864004693101616,1.209053319375826,1.425134682314101,1.3858529670363156,1.2935958800954706,1.17039963335064,1.3618184862568794,1.2807690844921333,1.2992995393061821,1.1350348509905948,1.0563545654240316,1.0955791015524066,1.0336273882238434,1.052689612973471,0.9715637190062594,0.9390053035954191
2019-08-20,1.2567037279267497,1.233919293257517,1.4681127345725353,1.2055138607741922,1.2215099573174772,1.4295491353508016,1.0758526864000626,1.250285550397636,1.2602362970049745,1.2463397543873431,1.1753947788582264,1.0675485585189977,1.3574747403341123,1.2646017391812836,1.1394783203892154,0.9961048526580311,0.9777478336144584,1.1984475885041082,1.412633500890293,1.3724600353364567,1.2810945241208989,1.1590888502272856,1.3498727100616437,1.2695342679615005,1.2879021749263033,1.1250784049292737,1.047088297306277,1.0848827897977764,1.0235359208282895,1.0424120380678616,0.9620781890128034,0.9299307233939185
2019-08-21,1.2563767168083717,1.2251835814468444,1.4577190160976858,1.1969792493704814,1.212862099212575,1.4194284335076104,1.0682360302131597,1.2414339712797768,1.2513142701235236,1.2375161101084948,1.1670733998928586,1.0599906926179783,1.347864299694579,1.2556488065145137,1.1314112172360176,0.9890527829047,0.970825725057896,1.1899630038067341,1.402632555751247,1.362743504112836,1.2720248283749105,1.1508829114646146,1.3403160891054553,1.2605464147369945,1.2787842834224006,1.117113248080217,1.0396752828120734,1.0800820284696655,1.019006628159207,1.037799215883406,0.9578208555866804,0.9258156470956541
2019-08-22,1.258992805755396,1.2269687508828724,1.4629158753351106,1.2012465550723368,1.217186028265026,1.424488784429206,1.072044358306611,1.2458597608387063,1.255775283564249,1.2419279322479189,1.1712340893755424,1.0637696255684879,1.3573256269634213,1.2644628275519854,1.139353153085446,0.9959954343773602,0.9776404317816109,1.194205296155421,1.4076330283207699,1.3676017697246463,1.2765596762479046,1.15498588084595,1.3450943995835494,1.2650403413492475,1.2833432291743518,1.1210958265047453,1.043381790059175,1.0828486556976706,1.02161681091262,1.040457535800027,0.9602743111472473,0.9281871214002466
2019-08-23,1.2678221059516026,1.2302192373694474,1.4681127345725353,1.2055138607741922,1.2215099573174772,1.4295491353508016,1.0758526864000626,1.250285550397636,1.2602362970049745,1.246339754387343,1.1753947788582264,1.0675485585189974,1.3565535418513828,1.263743565420272,1.1387050568663983,0.9954288840733911,0.9770843223209842,1.1984475885041082,1.4126335008902928,1.3724600353364567,1.2810945241208989,1.1590888502272856,1.3498727100616437,1.2695342679615005,1.2879021749263033,1.1250784049292737,1.047088297306277,1.0811504681301174,1.0200146507603525,1.038825828504122,0.958768351945977,0.9267314832354567
2019-08-26,1.2537606278613476,1.2149775831011536,1.4499237272415484,1.190578290817698,1.206376205633898,1.4118379071252167,1.0625235380729823,1.2347952869413823,1.2446227499624352,1.2308983768993584,1.1608323656688326,1.0543222931922136,1.3248980522578104,1.2342538180200266,1.1121331118854523,0.9722003216106655,0.9542838344352925,1.1835995652837035,1.395131846896962,1.3554561056951202,1.265222556565419,1.1447284573926115,1.3331486233883139,1.2538055248186148,1.2719458647944732,1.1111393804434244,1.0341155219414206,1.0559215727440419,0.9962123737648064,1.0145845883398257,0.9363952714509371,0.9051059904564849
2019-08-27,1.2668410725964685,1.236751374913002,1.4759080234286728,1.2119148193269755,1.2279958508961542,1.4371396617331953,1.0620497974645753,1.2569242347360305,1.2669278171660627,1.2529574875964793,1.1816358130822524,1.0732169579447621,1.3364793289383856,1.2450427499957262,1.1218545551711643,0.9806985761701993,0.9538583539747483,1.2048110270271388,1.4201342097445775,1.3797474337541724,1.2878967959303904,1.1442180645999496,1.357040175778785,1.27627515787988,1.2947405935542307,1.1310522725660663,1.0526480581769297,1.0651516564218744,1.0049205238851282,1.0234533347413977,0.944580544802781,0.9047024366082855
2019-08-28,1.262916939175932,1.2280418581882624,1.465514304953823,1.2033802079232645,1.2193479927912516,1.4270189598900038,1.0536214600225835,1.2480726556181712,1.2580057902846116,1.2441338433176308,1.1733144341168844,1.0656590920437428,1.3326189033781939,1.2414464393371596,1.118614074075927,0.9778658246503547,0.950247137720018,1.1963264423297646,1.4101332646055311,1.3700309025305515,1.2788271001844018,1.1351376467337686,1.3474835548225965,1.2672873046553739,1.2856227020503277,1.1230871157170095,1.045235043682726,1.0620749618625969,1.0020178071783543,1.0204970859408737,0.9418521203521664,0.9012773199427345
2019-08-29,1.2593198168737738,1.2383564619327265,1.457719016097686,1.1969792493704814,1.212862099212575,1.4194284335076104,1.06247106704887,1.2414339712797768,1.2513142701235234,1.2375161101084946,1.1670733998928586,1.0599906926179783,1.3287584778180022,1.2378501286785932,1.1153735929806896,0.9750330731305101,0.947494393983865,1.1899630038067341,1.4026325557512467,1.362743504112836,1.2720248283749105,1.1446719268101464,1.3403160891054553,1.2605464147369945,1.2787842834224006,1.117113248080217,1.0396752828120734,1.0589982673033194,0.9991150904715804,1.0175408371403498,0.9391236959015519,0.898666435470131
2019-08-30,1.262589928057554,1.2225166149021145,1.4551205864789736,1.1948455965195535,1.2107001346863493,1.4168982580468124,1.0488809742978382,1.239221076500312,1.2490837634031606,1.2353101990387825,1.1649930551515166,1.0581012261427234,1.3557814567393445,1.2630243032885589,1.138056960647351,0.9948623337694222,0.9667636001369361,1.1878418576323906,1.400132319466485,1.3603143713069306,1.2546241495707646,1.130030400902,1.3379269338664082,1.2582994514308679,1.2765048105464247,1.1151219588679528,1.0378220291885225,1.080535129218262,1.0194341074189979,1.0382345787440175,0.9582226670558541,0.9169426267783556
2019-09-02,1.2766514061478091,1.2191710734246173,1.50449074923451,1.235385000687181,1.251777460684636,1.4117490526714973,1.0460106044707973,1.2812660773101439,1.2914633910900535,1.2772225093633125,1.2045196052370144,1.0940010891725658,1.3519210311791525,1.2594279926299923,1.1348164795521136,0.9920295822495776,0.964010856400783,1.228143634944918,1.447636808876955,1.4064678946191298,1.251190742547994,1.1269379573875589,1.383320883408304,1.3009917542472722,1.319814795189964,1.1529564539009725,1.0730338480359902,1.0774584346589844,1.016531390712224,1.0352783299434933,0.9554942426052394,0.914331742305752
2019-09-03,1.2779594506213214,1.224385082771792,1.5122860380906475,1.2417859592399643,1.2582633542633128,1.4177866571692956,1.050484061221731,1.2879047616485384,1.298154911251142,1.2838402425724489,1.2107606394610404,1.0996694885983305,1.3575668775580665,1.2646875727442917,1.1395556613268234,0.9961724622666406,0.9680367255731095,1.2345070734679486,1.4551375177312396,1.4137552930368456,1.256541689899803,1.1317575148488423,1.3904883491254454,1.3077326441656518,1.3266532138178913,1.158930321537765,1.078593608906643,1.0819580797280783,1.0207765943439029,1.0396018239017029,0.9594845449862747,0.9181501432606661
2019-09-04,1.2939829954218447,1.2285925916472964,1.5174828973280725,1.24605326494182,1.262587283315764,1.4226587762660974,1.054093972085036,1.292330551207468,1.3026159246918674,1.2882520647118731,1.2149213289437244,1.1034484215488403,1.3622320558314618,1.2690335781489113,1.143471660162998,0.999595735332849,0.9713633122589277,1.2387493658166358,1.4601379903007627,1.418613558648656,1.260859702579871,1.135646715930797,1.3952666596035397,1.3122265707779048,1.3312121595698427,1.1629128999622935,1.0823001161537449,1.0856761487305804,1.0242844176921637,1.0431743387604715,0.9627817427353684,0.921305298392146
2019-09-05,1.3060824068018315,1.2475263815870663,1.5408687638964846,1.2652561406001699,1.2820449640517948,1.444583312201705,1.070338570969908,1.3122466042226517,1.3226904851751324,1.308105264339282,1.2336444316158024,1.1204536198261341,1.383225358061741,1.2885906024696994,1.161093654925784,1.0150004641307866,0.9863329523451098,1.2578396813857278,1.482640116863617,1.440475753901803,1.2802907596401771,1.1531481207995935,1.416769056754964,1.3324492405330437,1.3517274154536245,1.1808345028726714,1.0989793987657033,1.1024074592418394,1.0400696227593376,1.0592506556249308,0.9776191326062902,0.9355034964838058
2019-09-06,1.3149117069980383,1.2559413993380752,1.5512624823713346,1.2737907520038811,1.2906928221566973,1.4543275503953086,1.077558392696518,1.3210981833405113,1.3316125120565838,1.3169289086181306,1.2419658105811704,1.1280114857271537,1.3925557146085321,1.2972826132789386,1.1689256525981333,1.0218470102632036,0.9929861257167464,1.2663242660831022,1.4926410620026633,1.450192285125424,1.2889267850003134,1.1609265229635033,1.4263256777111528,1.34143709375755,1.3608453069575277,1.1887996597217283,1.1063924132599072,1.1098435972468434,1.0470852694558594,1.0663956853424683,0.9842135281044777,0.9418138067467658
2019-09-09,1.3201438848920866,1.300120242530872,1.605829504364296,1.3185974618733645,1.3360940772074354,1.5054848009117265,1.1154624567612197,1.367568973709273,1.3784531531842024,1.3632530410820851,1.2856530501493524,1.1676902817075059,1.441540086479184,1.342915670027444,1.210043640377967,1.0577913774583916,1.027915285917838,1.310868335744317,1.5451460239826567,1.5012040740494341,1.3342659181410281,1.2017631343240285,1.4764979377311431,1.3886233231862075,1.4087142373530186,1.2306167331792766,1.1453107393544768,1.1488833217731145,1.0839174146125983,1.1039070913595401,1.0188341044699618,0.9749429356273054
2019-09-10,1.3165467625899283,1.289601470342111,1.5928373562707339,1.3079291976187257,1.3252842545763073,1.4933045031697223,1.1064376796029574,1.3565044998119489,1.3673006195823885,1.3522234857335247,1.2752513264426424,1.1582429493312316,1.4298771407956956,1.3320506565158952,1.2002536432875306,1.0492331947928706,1.0195988192032923,1.3002626048725991,1.5326448425588488,1.489058410019908,1.323470886440858,1.1920401316191416,1.4645521615359074,1.3773885066555749,1.3973168729731398,1.2206602871179555,1.1360444712367221,1.1395881492668596,1.0751478562419463,1.0949758042126183,1.0105911100972276,0.9670550477986055
2019-09-11,1.3070634401569656,1.2748751892778454,1.5746483489397467,1.2929936276622314,1.3101505028927278,1.4762520863309163,1.09380299158139,1.341014236355695,1.3516870725398489,1.33678210824554,1.2606889132532484,1.1450166840044476,1.4135490168388116,1.3168396375997267,1.1865476473609193,1.0372517390611413,1.0079557658029283,1.2854145816521942,1.5151431885655178,1.4720544803785713,1.3083578420606197,1.1784279278322998,1.4478280748625774,1.361659763512689,1.3813605628413095,1.206721262632106,1.1230716958718656,1.1265749077581027,1.0628704745230333,1.0824720022069276,0.9990509179753995,0.9560120048384256
2019-09-12,1.3204708960104647,1.2790826981533496,1.5798452081771714,1.2972609333640868,1.3144744319451789,1.4811242054277178,1.0974129024446948,1.3454400259146246,1.3561480859805743,1.341193930384964,1.2648496027359324,1.1487956169549571,1.418214195112207,1.321185643004346,1.1904636461970939,1.0406750121273496,1.0112823524887464,1.2896568740008814,1.5201436611350407,1.4769127459903817,1.3126758547406876,1.1823171289142544,1.4526063853406717,1.366153690124942,1.385919508593261,1.2107038410566344,1.1267782031189675,1.1302929767606045,1.0663782978712941,1.0860445170656963,1.0023481157244931,0.9591671599699055
2019-09-16,1.3158927403531722,1.2790826981533496,1.5798452081771714,1.2972609333640868,1.3144744319451789,1.4811242054277178,1.0974129024446948,1.3454400259146246,1.3561480859805743,1.341193930384964,1.2648496027359324,1.1487956169549571,1.418214195112207,1.321185643004346,1.1904636461970939,1.0406750121273496,1.0112823524887464,1.2896568740008814,1.5201436611350407,1.4769127459903817,1.3126758547406876,1.1823171289142544,1.4526063853406717,1.366153690124942,1.385919508593261,1.2107038410566344,1.1267782031189675,1.1302929767606045,1.0663782978712941,1.0860445170656963,1.0023481157244931,0.9591671599699055
2019-09-17,1.2920209287115765,1.2517338904625708,1.5460656231339094,1.2695234463020257,1.2863688931042456,1.4494554312985066,1.0739484818332128,1.3166723937815816,1.3271514986158581,1.3125170864787066,1.2378051210984864,1.124232552776644,1.3878905363351366,1.2929366078743187,1.1650096537619585,1.018423737196995,0.9896595390309277,1.262081973734415,1.4876405894331401,1.4453340195136135,1.2846087723202453,1.1570373218815482,1.4215473672330585,1.336943167145297,1.356286361205576,1.1848170812971996,1.1026859060128054,1.1061255282443414,1.0435774461075986,1.0628231704836995,0.9809163303553838,0.9386586516152858
2019-09-18,1.2975801177240027,1.2475263815870663,1.5408687638964844,1.26525614060017,1.2820449640517944,1.4445833122017049,1.0703385709699078,1.312246604222652,1.3226904851751327,1.3081052643392823,1.2336444316158024,1.1204536198261341,1.3832253580617413,1.2885906024696991,1.161093654925784,1.0150004641307868,0.9863329523451095,1.257839681385728,1.482640116863617,1.4404757539018032,1.2802907596401774,1.1531481207995935,1.4167690567549642,1.332449240533044,1.3517274154536245,1.1808345028726712,1.0989793987657035,1.1024074592418394,1.0400696227593378,1.0592506556249308,0.9776191326062901,0.9355034964838059
2019-09-19,1.3037933289731853,1.2664601715268362,1.5642546304648963,1.28445901625852,1.3015026447878248,1.4665078481373124,1.0865831698547799,1.3321626572378356,1.3427650456583977,1.3279584639666913,1.2523675342878804,1.1374588181034277,1.4042186602920206,1.308147626790487,1.1787156496885698,1.0304051929287246,1.0013025924312915,1.27692999695482,1.5051422434264712,1.4623379491549502,1.2997218167004836,1.17064952566839,1.4382714539063886,1.3526719102881828,1.3722426713374063,1.198756105783049,1.1156586813776619,1.1191387697530983,1.0558548278265114,1.0753269724893901,0.9924565224772118,0.9497016945754657
2019-09-20,1.3057553956834536,1.2622526626513317,1.5590577712274714,1.2801917105566645,1.2971787157353736,1.4616357290405106,1.082973258991475,1.3277368676789059,1.338304032217672,1.323546641827267,1.2482068448051964,1.133679885152918,1.399553482018625,1.3038016213858674,1.174799650852395,1.026981919862516,0.9979760057454732,1.272687704606133,1.500141770856948,1.4574796835431396,1.2954038040204154,1.166760324586435,1.4334931434282943,1.3481779836759296,1.3676837255854548,1.1947735273585205,1.11195217413056,1.1154207007505963,1.0523470044782506,1.0717544576306213,0.9891593247281181,0.9465465394439857
2019-09-23,1.2943100065402227,1.247526381587066,1.5408687638964842,1.2652561406001699,1.2820449640517941,1.4445833122017047,1.0703385709699076,1.312246604222652,1.3226904851751324,1.308105264339282,1.2336444316158024,1.120453619826134,1.383225358061741,1.288590602469699,1.1610936549257838,1.0150004641307866,0.9863329523451093,1.257839681385728,1.482640116863617,1.440475753901803,1.2802907596401771,1.1531481207995933,1.416769056754964,1.3324492405330437,1.3517274154536245,1.180834502872671,1.0989793987657035,1.1024074592418394,1.0400696227593376,1.0592506556249306,0.97761913260629,0.9355034964838058
