date,baseline_cf60top2_nav,baseline_cf60top2__trf2_vr895_vb065_rc182_srna_nav,baseline_cf60top2__trf2_vr895_vb065_rc182_sr920_nav,baseline_cf60top2__trf2_vr895_vb065_rc184_srna_nav,baseline_cf60top2__trf2_vr895_vb065_rc184_sr920_nav,baseline_cf60top2__trf2_vr895_vb065_rc186_srna_nav,baseline_cf60top2__trf2_vr895_vb065_rc186_sr920_nav,baseline_cf60top2__trf2_vr895_vb070_rc182_srna_nav,baseline_cf60top2__trf2_vr895_vb070_rc182_sr920_nav,baseline_cf60top2__trf2_vr895_vb070_rc184_srna_nav,baseline_cf60top2__trf2_vr895_vb070_rc184_sr920_nav,baseline_cf60top2__trf2_vr895_vb070_rc186_srna_nav,baseline_cf60top2__trf2_vr895_vb070_rc186_sr920_nav,baseline_cf60top2__trf2_vr895_vb075_rc182_srna_nav,baseline_cf60top2__trf2_vr895_vb075_rc182_sr920_nav,baseline_cf60top2__trf2_vr895_vb075_rc184_srna_nav,baseline_cf60top2__trf2_vr895_vb075_rc184_sr920_nav,baseline_cf60top2__trf2_vr895_vb075_rc186_srna_nav,baseline_cf60top2__trf2_vr895_vb075_rc186_sr920_nav,baseline_cf60top2__trf2_vr900_vb065_rc182_srna_nav,baseline_cf60top2__trf2_vr900_vb065_rc182_sr920_nav,baseline_cf60top2__trf2_vr900_vb065_rc184_srna_nav,baseline_cf60top2__trf2_vr900_vb065_rc184_sr920_nav,baseline_cf60top2__trf2_vr900_vb065_rc186_srna_nav,baseline_cf60top2__trf2_vr900_vb065_rc186_sr920_nav,baseline_cf60top2__trf2_vr900_vb070_rc182_srna_nav,baseline_cf60top2__trf2_vr900_vb070_rc182_sr920_nav,baseline_cf60top2__trf2_vr900_vb070_rc184_srna_nav,baseline_cf60top2__trf2_vr900_vb070_rc184_sr920_nav,baseline_cf60top2__trf2_vr900_vb070_rc186_srna_nav,baseline_cf60top2__trf2_vr900_vb070_rc186_sr920_nav,baseline_cf60top2__trf2_vr900_vb075_rc182_srna_nav,baseline_cf60top2__trf2_vr900_vb075_rc182_sr920_nav,baseline_cf60top2__trf2_vr900_vb075_rc184_srna_nav,baseline_cf60top2__trf2_vr900_vb075_rc184_sr920_nav,baseline_cf60top2__trf2_vr900_vb075_rc186_srna_nav,baseline_cf60top2__trf2_vr900_vb075_rc186_sr920_nav,baseline_cf60top2__trf2_vr905_vb065_rc182_srna_nav,baseline_cf60top2__trf2_vr905_vb065_rc182_sr920_nav,baseline_cf60top2__trf2_vr905_vb065_rc184_srna_nav,baseline_cf60top2__trf2_vr905_vb065_rc184_sr920_nav,baseline_cf60top2__trf2_vr905_vb065_rc186_srna_nav,baseline_cf60top2__trf2_vr905_vb065_rc186_sr920_nav,baseline_cf60top2__trf2_vr905_vb070_rc182_srna_nav,baseline_cf60top2__trf2_vr905_vb070_rc182_sr920_nav,baseline_cf60top2__trf2_vr905_vb070_rc184_srna_nav,baseline_cf60top2__trf2_vr905_vb070_rc184_sr920_nav,baseline_cf60top2__trf2_vr905_vb070_rc186_srna_nav,baseline_cf60top2__trf2_vr905_vb070_rc186_sr920_nav,baseline_cf60top2__trf2_vr905_vb075_rc182_srna_nav,baseline_cf60top2__trf2_vr905_vb075_rc182_sr920_nav,baseline_cf60top2__trf2_vr905_vb075_rc184_srna_nav,baseline_cf60top2__trf2_vr905_vb075_rc184_sr920_nav,baseline_cf60top2__trf2_vr905_vb075_rc186_srna_nav,baseline_cf60top2__trf2_vr905_vb075_rc186_sr920_nav,hs300_benchmark
2015-08-14,1.4781062995582452,1.4938757427906508,1.4633844925934782,1.4940405808388804,1.4635609892940258,1.494205411598769,1.463737490448984,1.4914949659234318,1.4633844925934782,1.491713655807573,1.4635609892940258,1.491932350355357,1.463737490448984,1.4914949659234318,1.4633844925934782,1.491713655807573,1.4635609892940258,1.491932350355357,1.463737490448984,1.4938757427906508,1.4633844925934782,1.4940405808388804,1.4635609892940258,1.494205411598769,1.463737490448984,1.4914949659234318,1.4633844925934782,1.491713655807573,1.4635609892940258,1.491932350355357,1.463737490448984,1.4914949659234318,1.4633844925934782,1.491713655807573,1.4635609892940258,1.491932350355357,1.463737490448984,1.4938757427906508,1.4633844925934782,1.4940405808388804,1.4635609892940258,1.494205411598769,1.463737490448984,1.4914949659234318,1.4633844925934782,1.491713655807573,1.4635609892940258,1.491932350355357,1.463737490448984,1.4914949659234318,1.4633844925934782,1.491713655807573,1.4635609892940258,1.491932350355357,1.463737490448984,1.6265827732118245
2015-08-17,1.477515057038422,1.4931288049192555,1.4626528003471815,1.493293560548461,1.4628292087993788,1.4934583088929698,1.4630056217037595,1.4907492184404703,1.4626528003471815,1.4909677989796692,1.4628292087993788,1.4911863841801793,1.4630056217037595,1.4907492184404703,1.4626528003471815,1.4909677989796692,1.4628292087993788,1.4911863841801793,1.4630056217037595,1.4931288049192555,1.4626528003471815,1.493293560548461,1.4628292087993788,1.4934583088929698,1.4630056217037595,1.4907492184404703,1.4626528003471815,1.4909677989796692,1.4628292087993788,1.4911863841801793,1.4630056217037595,1.4907492184404703,1.4626528003471815,1.4909677989796692,1.4628292087993788,1.4911863841801793,1.4630056217037595,1.4931288049192555,1.4626528003471815,1.493293560548461,1.4628292087993788,1.4934583088929698,1.4630056217037595,1.4907492184404703,1.4626528003471815,1.4909677989796692,1.4628292087993788,1.4911863841801793,1.4630056217037595,1.4907492184404703,1.4626528003471815,1.4909677989796692,1.4628292087993788,1.4911863841801793,1.4630056217037595,1.6293585117326634
2015-08-18,1.4780287519735071,1.4930504691916024,1.4625760635170826,1.4932152161770447,1.4627524627141613,1.4933799558781724,1.4629288663631894,1.4906710075557899,1.4625760635170826,1.4908895766273476,1.4627524627141613,1.4911081503599717,1.4629288663631894,1.4906710075557899,1.4625760635170826,1.4908895766273476,1.4627524627141613,1.4911081503599717,1.4629288663631894,1.4930504691916024,1.4625760635170826,1.4932152161770447,1.4627524627141613,1.4933799558781724,1.4629288663631894,1.4906710075557899,1.4625760635170826,1.4908895766273476,1.4627524627141613,1.4911081503599717,1.4629288663631894,1.4906710075557899,1.4625760635170826,1.4908895766273476,1.4627524627141613,1.4911081503599717,1.4629288663631894,1.4930504691916024,1.4625760635170826,1.4932152161770447,1.4627524627141613,1.4933799558781724,1.4629288663631894,1.4906710075557899,1.4625760635170826,1.4908895766273476,1.4627524627141613,1.4911081503599717,1.4629288663631894,1.4906710075557899,1.4625760635170826,1.4908895766273476,1.4627524627141613,1.4911081503599717,1.4629288663631894,1.5175359027502808
2015-08-19,1.4821379544116613,1.497201434874846,1.4666423045277297,1.4973666398883971,1.4668191941482929,1.497531837597382,1.4669960882331827,1.49481535788088,1.4666423045277297,1.4950345346162335,1.4668191941482929,1.495253716025612,1.4669960882331827,1.49481535788088,1.4666423045277297,1.4950345346162335,1.4668191941482929,1.495253716025612,1.4669960882331827,1.497201434874846,1.4666423045277297,1.4973666398883971,1.4668191941482929,1.497531837597382,1.4669960882331827,1.49481535788088,1.4666423045277297,1.4950345346162335,1.4668191941482929,1.495253716025612,1.4669960882331827,1.49481535788088,1.4666423045277297,1.4950345346162335,1.4668191941482929,1.495253716025612,1.4669960882331827,1.497201434874846,1.4666423045277297,1.4973666398883971,1.4668191941482929,1.497531837597382,1.4669960882331827,1.49481535788088,1.4666423045277297,1.4950345346162335,1.4668191941482929,1.495253716025612,1.4669960882331827,1.49481535788088,1.4666423045277297,1.4950345346162335,1.4668191941482929,1.495253716025612,1.4669960882331827,1.552430901297975
2015-08-20,1.5006165574796508,1.5158678423745844,1.4849277150776858,1.5160351070870057,1.4851068100753366,1.516202364403791,1.4852859095929731,1.5134520168882262,1.4849277150776858,1.5136739262166437,1.4851068100753366,1.5138958402773601,1.4852859095929731,1.5134520168882262,1.4849277150776858,1.5136739262166437,1.4851068100753366,1.5138958402773601,1.4852859095929731,1.5158678423745844,1.4849277150776858,1.5160351070870057,1.4851068100753366,1.516202364403791,1.4852859095929731,1.5134520168882262,1.4849277150776858,1.5136739262166437,1.4851068100753366,1.5138958402773601,1.4852859095929731,1.5134520168882262,1.4849277150776858,1.5136739262166437,1.4851068100753366,1.5138958402773601,1.4852859095929731,1.5158678423745844,1.4849277150776858,1.5160351070870057,1.4851068100753366,1.516202364403791,1.4852859095929731,1.5134520168882262,1.4849277150776858,1.5136739262166437,1.4851068100753366,1.5138958402773601,1.4852859095929731,1.5134520168882262,1.4849277150776858,1.5136739262166437,1.4851068100753366,1.5138958402773601,1.4852859095929731,1.5127774938574134
2015-08-21,1.522979889111627,1.5386123215099574,1.5072079604190047,1.5387820959060434,1.5073897426050262,1.5389518627955272,1.5075715293788523,1.5361602483436674,1.5072079604190047,1.5363854872579163,1.5073897426050262,1.5366107309754686,1.5075715293788523,1.5361602483436674,1.5072079604190047,1.5363854872579163,1.5073897426050262,1.5366107309754686,1.5075715293788523,1.5386123215099574,1.5072079604190047,1.5387820959060434,1.5073897426050262,1.5389518627955272,1.5075715293788523,1.5361602483436674,1.5072079604190047,1.5363854872579163,1.5073897426050262,1.5366107309754686,1.5075715293788523,1.5361602483436674,1.5072079604190047,1.5363854872579163,1.5073897426050262,1.5366107309754686,1.5075715293788523,1.5386123215099574,1.5072079604190047,1.5387820959060434,1.5073897426050262,1.5389518627955272,1.5075715293788523,1.5361602483436674,1.5072079604190047,1.5363854872579163,1.5073897426050262,1.5366107309754686,1.5075715293788523,1.5361602483436674,1.5072079604190047,1.5363854872579163,1.5073897426050262,1.5366107309754686,1.5075715293788523,1.4374360197203468
2015-08-24,1.517244818399491,1.5326651020591868,1.5013821286787756,1.5328342202239555,1.5015632082196035,1.5330033309111373,1.5017442923305029,1.5302225069251636,1.5013821286787756,1.5304468752203273,1.5015632082196035,1.530671248300228,1.5017442923305029,1.5302225069251636,1.5013821286787756,1.5304468752203273,1.5015632082196035,1.530671248300228,1.5017442923305029,1.5326651020591868,1.5013821286787756,1.5328342202239555,1.5015632082196035,1.5330033309111373,1.5017442923305029,1.5302225069251636,1.5013821286787756,1.5304468752203273,1.5015632082196035,1.530671248300228,1.5017442923305029,1.5302225069251636,1.5013821286787756,1.5304468752203273,1.5015632082196035,1.530671248300228,1.5017442923305029,1.5326651020591868,1.5013821286787756,1.5328342202239555,1.5015632082196035,1.5330033309111373,1.5017442923305029,1.5302225069251636,1.5013821286787756,1.5304468752203273,1.5015632082196035,1.530671248300228,1.5017442923305029,1.5302225069251636,1.5013821286787756,1.5304468752203273,1.5015632082196035,1.530671248300228,1.5017442923305029,1.293890684785515
2015-08-25,1.5089608273708506,1.5242969179656256,1.493184746203839,1.5244651127636821,1.4933648370701476,1.5246333001249783,1.4935449324815755,1.521867659134308,1.493184746203839,1.5220908024030808,1.4933648370701476,1.5223139504304664,1.4935449324815755,1.521867659134308,1.493184746203839,1.5220908024030808,1.4933648370701476,1.5223139504304664,1.4935449324815755,1.5242969179656256,1.493184746203839,1.5244651127636821,1.4933648370701476,1.5246333001249783,1.4935449324815755,1.521867659134308,1.493184746203839,1.5220908024030808,1.4933648370701476,1.5223139504304664,1.4935449324815755,1.521867659134308,1.493184746203839,1.5220908024030808,1.4933648370701476,1.5223139504304664,1.4935449324815755,1.5242969179656256,1.493184746203839,1.5244651127636821,1.4933648370701476,1.5246333001249783,1.4935449324815755,1.521867659134308,1.493184746203839,1.5220908024030808,1.4933648370701476,1.5223139504304664,1.4935449324815755,1.521867659134308,1.493184746203839,1.5220908024030808,1.4933648370701476,1.5223139504304664,1.4935449324815755,1.1828611439519434
2015-08-26,1.4968534558674529,1.5120664950596516,1.4812039564327781,1.512233340321744,1.4813826023132506,1.512400178206746,1.481561252702374,1.5096567277476733,1.4812039564327781,1.509878080593259,1.4813826023132506,1.5100994381592763,1.481561252702374,1.5096567277476733,1.4812039564327781,1.509878080593259,1.4813826023132506,1.5100994381592763,1.481561252702374,1.5120664950596516,1.4812039564327781,1.512233340321744,1.4813826023132506,1.512400178206746,1.481561252702374,1.5096567277476733,1.4812039564327781,1.509878080593259,1.4813826023132506,1.5100994381592763,1.481561252702374,1.5096567277476733,1.4812039564327781,1.509878080593259,1.4813826023132506,1.5100994381592763,1.481561252702374,1.5120664950596516,1.4812039564327781,1.512233340321744,1.4813826023132506,1.512400178206746,1.481561252702374,1.5096567277476733,1.4812039564327781,1.509878080593259,1.4813826023132506,1.5100994381592763,1.481561252702374,1.5096567277476733,1.4812039564327781,1.509878080593259,1.4813826023132506,1.5100994381592763,1.481561252702374,1.2161700062020147
2015-08-27,1.4796482437310452,1.4946864204037935,1.4641786236002172,1.4948513479042527,1.4643552160797648,1.4950162681124155,1.4645318130161398,1.4923043515666654,1.4641786236002172,1.4925231601266697,1.4643552160797648,1.4927419733528478,1.4645318130161398,1.4923043515666654,1.4641786236002172,1.4925231601266697,1.4643552160797648,1.4927419733528478,1.4645318130161398,1.4946864204037935,1.4641786236002172,1.4948513479042527,1.4643552160797648,1.4950162681124155,1.4645318130161398,1.4923043515666654,1.4641786236002172,1.4925231601266697,1.4643552160797648,1.4927419733528478,1.4645318130161398,1.4923043515666654,1.4641786236002172,1.4925231601266697,1.4643552160797648,1.4927419733528478,1.4645318130161398,1.4946864204037935,1.4641786236002172,1.4948513479042527,1.4643552160797648,1.4950162681124155,1.4645318130161398,1.4923043515666654,1.4641786236002172,1.4925231601266697,1.4643552160797648,1.4927419733528478,1.4645318130161398,1.4923043515666654,1.4641786236002172,1.4925231601266697,1.4643552160797648,1.4927419733528478,1.4645318130161398,1.2915114803390808
2015-08-28,1.4866577746014331,1.5017671915598838,1.471114870309779,1.5019329003706379,1.4712922993600737,1.5020986018545501,1.4714697328883093,1.4993738381589277,1.471114870309779,1.4995936832797245,1.4712922993600737,1.4998135330888,1.4714697328883093,1.4993738381589277,1.471114870309779,1.4995936832797245,1.4712922993600737,1.4998135330888,1.4714697328883093,1.5017671915598838,1.471114870309779,1.5019329003706379,1.4712922993600737,1.5020986018545501,1.4714697328883093,1.4993738381589277,1.471114870309779,1.4995936832797245,1.4712922993600737,1.4998135330888,1.4714697328883093,1.4993738381589277,1.471114870309779,1.4995936832797245,1.4712922993600737,1.4998135330888,1.4714697328883093,1.5017671915598838,1.471114870309779,1.5019329003706379,1.4712922993600737,1.5020986018545501,1.4714697328883093,1.4993738381589277,1.471114870309779,1.4995936832797245,1.4712922993600737,1.4998135330888,1.4714697328883093,1.4993738381589277,1.471114870309779,1.4995936832797245,1.4712922993600737,1.4998135330888,1.4714697328883093,1.3490089211278946
2015-08-31,1.4904811550761905,1.5056294303722966,1.4748982776059034,1.5057955653523025,1.4750761629675149,1.5059616929866235,1.4752540528185834,1.503229921754707,1.4748982776059034,1.5034503322722998,1.4750761629675149,1.5036707474902284,1.4752540528185834,1.503229921754707,1.4748982776059034,1.5034503322722998,1.4750761629675149,1.5036707474902284,1.4752540528185834,1.5056294303722966,1.4748982776059034,1.5057955653523025,1.4750761629675149,1.5059616929866235,1.4752540528185834,1.503229921754707,1.4748982776059034,1.5034503322722998,1.4750761629675149,1.5036707474902284,1.4752540528185834,1.503229921754707,1.4748982776059034,1.5034503322722998,1.4750761629675149,1.5036707474902284,1.4752540528185834,1.5056294303722966,1.4748982776059034,1.5057955653523025,1.4750761629675149,1.5059616929866235,1.4752540528185834,1.503229921754707,1.4748982776059034,1.5034503322722998,1.4750761629675149,1.5036707474902284,1.4752540528185834,1.503229921754707,1.4748982776059034,1.5034503322722998,1.4750761629675149,1.5036707474902284,1.4752540528185834,1.346233182607055
2015-09-01,1.5000396062630836,1.515285027403329,1.484356795846215,1.5154522278064646,1.4845358219861182,1.5156194208168072,1.484714852644269,1.5128701307441559,1.484356795846215,1.5130919547537385,1.4845358219861182,1.5133137834938,1.484714852644269,1.5128701307441559,1.484356795846215,1.5130919547537385,1.4845358219861182,1.5133137834938,1.484714852644269,1.515285027403329,1.484356795846215,1.5154522278064646,1.4845358219861182,1.5156194208168072,1.484714852644269,1.5128701307441559,1.484356795846215,1.5130919547537385,1.4845358219861182,1.5133137834938,1.484714852644269,1.5128701307441559,1.484356795846215,1.5130919547537385,1.4845358219861182,1.5133137834938,1.484714852644269,1.515285027403329,1.484356795846215,1.5154522278064646,1.4845358219861182,1.5156194208168072,1.484714852644269,1.5128701307441559,1.484356795846215,1.5130919547537385,1.4845358219861182,1.5133137834938,1.484714852644269,1.5128701307441559,1.484356795846215,1.5130919547537385,1.4845358219861182,1.5133137834938,1.484714852644269,1.341078239639782
2015-09-02,1.498127916025705,1.5133539079971223,1.4824650921981526,1.5135208953156323,1.4826438901823975,1.5136878752507705,1.482822692679132,1.5109420889462661,1.4824650921981526,1.5111636302574507,1.4826438901823975,1.5113851762930857,1.482822692679132,1.5109420889462661,1.4824650921981526,1.5111636302574507,1.4826438901823975,1.5113851762930857,1.482822692679132,1.5133539079971223,1.4824650921981526,1.5135208953156323,1.4826438901823975,1.5136878752507705,1.482822692679132,1.5109420889462661,1.4824650921981526,1.5111636302574507,1.4826438901823975,1.5113851762930857,1.482822692679132,1.5109420889462661,1.4824650921981526,1.5111636302574507,1.4826438901823975,1.5113851762930857,1.482822692679132,1.5133539079971223,1.4824650921981526,1.5135208953156323,1.4826438901823975,1.5136878752507705,1.482822692679132,1.5109420889462661,1.4824650921981526,1.5111636302574507,1.4826438901823975,1.5113851762930857,1.482822692679132,1.5109420889462661,1.4824650921981526,1.5111636302574507,1.4826438901823975,1.5113851762930857,1.482822692679132,1.3371128988957257
2015-09-07,1.4739131730189097,1.4888930621851741,1.4585035126560304,1.4890573504317557,1.4586794206686031,1.4892216314143056,1.4588553331207283,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686031,1.486956151750705,1.4588553331207283,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686031,1.486956151750705,1.4588553331207283,1.4888930621851741,1.4585035126560304,1.4890573504317557,1.4586794206686031,1.4892216314143056,1.4588553331207283,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686031,1.486956151750705,1.4588553331207283,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686031,1.486956151750705,1.4588553331207283,1.4888930621851741,1.4585035126560304,1.4890573504317557,1.4586794206686031,1.4892216314143056,1.4588553331207283,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686031,1.486956151750705,1.4588553331207283,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686031,1.486956151750705,1.4588553331207283,1.30420057072006
2015-09-08,1.4675408722276473,1.482455997497819,1.452197833829156,1.4826195754623144,1.4523729813228676,1.4827831461941832,1.4525481332369379,1.4800934201800302,1.452197833829156,1.4803104383168477,1.4523729813228676,1.4805274610816572,1.4525481332369379,1.4800934201800302,1.452197833829156,1.4803104383168477,1.4523729813228676,1.4805274610816572,1.4525481332369379,1.482455997497819,1.452197833829156,1.4826195754623144,1.4523729813228676,1.4827831461941832,1.4525481332369379,1.4800934201800302,1.452197833829156,1.4803104383168477,1.4523729813228676,1.4805274610816572,1.4525481332369379,1.4800934201800302,1.452197833829156,1.4803104383168477,1.4523729813228676,1.4805274610816572,1.4525481332369379,1.482455997497819,1.452197833829156,1.4826195754623144,1.4523729813228676,1.4827831461941832,1.4525481332369379,1.4800934201800302,1.452197833829156,1.4803104383168477,1.4523729813228676,1.4805274610816572,1.4525481332369379,1.4800934201800302,1.452197833829156,1.4803104383168477,1.4523729813228676,1.4805274610816572,1.4525481332369379,1.3394921033421596
2015-09-09,1.4739131730189097,1.4888930621851741,1.4585035126560304,1.489057350431756,1.4586794206686033,1.4892216314143059,1.4588553331207286,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686033,1.486956151750705,1.4588553331207286,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686033,1.486956151750705,1.4588553331207286,1.4888930621851741,1.4585035126560304,1.489057350431756,1.4586794206686033,1.4892216314143059,1.4588553331207286,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686033,1.486956151750705,1.4588553331207286,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686033,1.486956151750705,1.4588553331207286,1.4888930621851741,1.4585035126560304,1.489057350431756,1.4586794206686033,1.4892216314143059,1.4588553331207286,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686033,1.486956151750705,1.4588553331207286,1.4865202261729962,1.4585035126560304,1.4867381866378069,1.4586794206686033,1.486956151750705,1.4588553331207286,1.364870284104119
2015-09-10,1.4567079608825018,1.471512987529316,1.4414781798234697,1.4716753580142645,1.4416520344351176,1.4718377213199754,1.4418258934344943,1.4691678499919882,1.4414781798234697,1.4693832661712176,1.4416520344351176,1.4695986869442765,1.4418258934344943,1.4691678499919882,1.4414781798234697,1.4693832661712176,1.4416520344351176,1.4695986869442765,1.4418258934344943,1.471512987529316,1.4414781798234697,1.4716753580142645,1.4416520344351176,1.4718377213199754,1.4418258934344943,1.4691678499919882,1.4414781798234697,1.4693832661712176,1.4416520344351176,1.4695986869442765,1.4418258934344943,1.4691678499919882,1.4414781798234697,1.4693832661712176,1.4416520344351176,1.4695986869442765,1.4418258934344943,1.471512987529316,1.4414781798234697,1.4716753580142645,1.4416520344351176,1.4718377213199754,1.4418258934344943,1.4691678499919882,1.4414781798234697,1.4693832661712176,1.4416520344351176,1.4695986869442765,1.4418258934344943,1.4691678499919882,1.4414781798234697,1.4693832661712176,1.4416520344351176,1.4695986869442765,1.4418258934344943,1.3406817055653766
2015-09-11,1.4573451909616275,1.4721566939980513,1.442108747706157,1.4723191355112084,1.442282678369691,1.4724815698419875,1.4424566134228731,1.4698105305912847,1.442108747706157,1.4700260410033135,1.442282678369691,1.4702415560111812,1.4424566134228731,1.4698105305912847,1.442108747706157,1.4700260410033135,1.442282678369691,1.4702415560111812,1.4424566134228731,1.4721566939980513,1.442108747706157,1.4723191355112084,1.442282678369691,1.4724815698419875,1.4424566134228731,1.4698105305912847,1.442108747706157,1.4700260410033135,1.442282678369691,1.4702415560111812,1.4424566134228731,1.4698105305912847,1.442108747706157,1.4700260410033135,1.442282678369691,1.4702415560111812,1.4424566134228731,1.4721566939980513,1.442108747706157,1.4723191355112084,1.442282678369691,1.4724815698419875,1.4424566134228731,1.4698105305912847,1.442108747706157,1.4700260410033135,1.442282678369691,1.4702415560111812,1.4424566134228731,1.4698105305912847,1.442108747706157,1.4700260410033135,1.442282678369691,1.4702415560111812,1.4424566134228731,1.343457444086216
2015-09-14,1.4541590405659968,1.468938161654374,1.4389559082927197,1.4691002480264879,1.4391294586968233,1.4692623272319263,1.4393030134809779,1.4665971275948018,1.4389559082927197,1.466812166842834,1.4391294586968233,1.4670272106766575,1.4393030134809779,1.4665971275948018,1.4389559082927197,1.466812166842834,1.4391294586968233,1.4670272106766575,1.4393030134809779,1.468938161654374,1.4389559082927197,1.4691002480264879,1.4391294586968233,1.4692623272319263,1.4393030134809779,1.4665971275948018,1.4389559082927197,1.466812166842834,1.4391294586968233,1.4670272106766575,1.4393030134809779,1.4665971275948018,1.4389559082927197,1.466812166842834,1.4391294586968233,1.4670272106766575,1.4393030134809779,1.468938161654374,1.4389559082927197,1.4691002480264879,1.4391294586968233,1.4692623272319263,1.4393030134809779,1.4665971275948018,1.4389559082927197,1.466812166842834,1.4391294586968233,1.4670272106766575,1.4393030134809779,1.4665971275948018,1.4389559082927197,1.466812166842834,1.4391294586968233,1.4670272106766575,1.4393030134809779,1.2962698892319482
2015-09-15,1.4528845804077442,1.4676507487169028,1.4376947725273446,1.4678126930325994,1.437868170827676,1.4679746301879015,1.4380415735042196,1.4653117663962083,1.4376947725273446,1.465526617178642,1.437868170827676,1.4657414725428477,1.4380415735042196,1.4653117663962083,1.4376947725273446,1.465526617178642,1.437868170827676,1.4657414725428477,1.4380415735042196,1.4676507487169028,1.4376947725273446,1.4678126930325994,1.437868170827676,1.4679746301879015,1.4380415735042196,1.4653117663962083,1.4376947725273446,1.465526617178642,1.437868170827676,1.4657414725428477,1.4380415735042196,1.4653117663962083,1.4376947725273446,1.465526617178642,1.437868170827676,1.4657414725428477,1.4380415735042196,1.4676507487169028,1.4376947725273446,1.4678126930325994,1.437868170827676,1.4679746301879015,1.4380415735042196,1.4653117663962083,1.4376947725273446,1.465526617178642,1.437868170827676,1.4657414725428477,1.4380415735042196,1.4653117663962083,1.4376947725273446,1.465526617178642,1.437868170827676,1.4657414725428477,1.4380415735042196,1.2582026180890094
2015-09-16,1.4509728901703658,1.4657196293106967,1.4358030688792824,1.4658813605417673,1.4359762390239554,1.466043084621865,1.4361494135390827,1.4633837245983188,1.4358030688792824,1.4635982926823545,1.4359762390239554,1.4638128653421336,1.4361494135390827,1.4633837245983188,1.4358030688792824,1.4635982926823545,1.4359762390239554,1.4638128653421336,1.4361494135390827,1.4657196293106967,1.4358030688792824,1.4658813605417673,1.4359762390239554,1.466043084621865,1.4361494135390827,1.4633837245983188,1.4358030688792824,1.4635982926823545,1.4359762390239554,1.4638128653421336,1.4361494135390827,1.4633837245983188,1.4358030688792824,1.4635982926823545,1.4359762390239554,1.4638128653421336,1.4361494135390827,1.4657196293106967,1.4358030688792824,1.4658813605417673,1.4359762390239554,1.466043084621865,1.4361494135390827,1.4633837245983188,1.4358030688792824,1.4635982926823545,1.4359762390239554,1.4638128653421336,1.4361494135390827,1.4633837245983188,1.4358030688792824,1.4635982926823545,1.4359762390239554,1.4638128653421336,1.4361494135390827,1.3264064788867749
2015-09-17,1.4688153323858997,1.4837434104352902,1.4534589695945304,1.4839071304562026,1.4536342691920145,1.4840708432382077,1.4538095732136957,1.481378781378623,1.4534589695945304,1.4815959879810396,1.4536342691920145,1.4818131992154668,1.4538095732136957,1.481378781378623,1.4534589695945304,1.4815959879810396,1.4536342691920145,1.4818131992154668,1.4538095732136957,1.4837434104352902,1.4534589695945304,1.4839071304562026,1.4536342691920145,1.4840708432382077,1.4538095732136957,1.481378781378623,1.4534589695945304,1.4815959879810396,1.4536342691920145,1.4818131992154668,1.4538095732136957,1.481378781378623,1.4534589695945304,1.4815959879810396,1.4536342691920145,1.4818131992154668,1.4538095732136957,1.4837434104352902,1.4534589695945304,1.4839071304562026,1.4536342691920145,1.4840708432382077,1.4538095732136957,1.481378781378623,1.4534589695945304,1.4815959879810396,1.4536342691920145,1.4818131992154668,1.4538095732136957,1.481378781378623,1.4534589695945304,1.4815959879810396,1.4536342691920145,1.4818131992154668,1.4538095732136957,1.30063176405041
2015-09-18,1.476360773752833,1.4921115945288514,1.461656352069467,1.4922762379164762,1.4618326403414705,1.4924408740243669,1.4620089330626234,1.4897336291694785,1.461656352069467,1.4899520607982863,1.4618326403414705,1.4901704970852288,1.4620089330626234,1.4897336291694785,1.461656352069467,1.4899520607982863,1.4618326403414705,1.4901704970852288,1.4620089330626234,1.4921115945288514,1.461656352069467,1.4922762379164762,1.4618326403414705,1.4924408740243669,1.4620089330626234,1.4897336291694785,1.461656352069467,1.4899520607982863,1.4618326403414705,1.4901704970852288,1.4620089330626234,1.4897336291694785,1.461656352069467,1.4899520607982863,1.4618326403414705,1.4901704970852288,1.4620089330626234,1.4921115945288514,1.461656352069467,1.4922762379164762,1.4618326403414705,1.4924408740243669,1.4620089330626234,1.4897336291694785,1.461656352069467,1.4899520607982863,1.4618326403414705,1.4901704970852288,1.4620089330626234,1.4897336291694785,1.461656352069467,1.4899520607982863,1.4618326403414705,1.4901704970852288,1.4620089330626234,1.3002352299760045
